timestamp,cpc
2011/7/9 9:15,0.34578125
2011/7/9 15:15,0.13391807
2011/7/9 17:15,0.150357747
2011/7/9 18:15,0.203111864
2011/7/9 19:15,0.130078543
2011/7/9 20:15,0.167640449
2011/7/9 21:15,0.113326103
2011/7/9 22:15,0.206984733
2011/7/9 23:15,0.245220126
2011/7/10 0:15,0.218996283
2011/7/10 1:15,0.175434132
2011/7/10 2:15,0.159976387
2011/7/10 3:15,0.102847737
2011/7/10 4:15,0.133527935
2011/7/10 5:15,0.130798297
2011/7/10 6:15,0.142358491
2011/7/10 7:15,0.11858685
2011/7/10 8:15,0.236731518
2011/7/10 9:15,0.141660975
2011/7/10 10:15,0.200746269
2011/7/10 11:15,0.259387755
2011/7/10 12:15,0.311612903
2011/7/10 13:15,0.317843137
2011/7/10 14:15,0.239368421
2011/7/10 15:15,0.264626168
2011/7/10 16:15,0.240777778
2011/7/10 17:15,0.228554217
2011/7/10 18:15,0.15796
2011/7/10 19:15,0.143783359
2011/7/10 20:15,0.148010949
2011/7/10 21:15,0.16090555
2011/7/10 22:15,0.145347777
2011/7/10 23:15,0.155945122
2011/7/11 0:15,0.136297468
2011/7/11 1:15,0.16415677
2011/7/11 2:15,0.124148728
2011/7/11 3:15,0.141942344
2011/7/11 4:15,0.136494118
2011/7/11 5:15,0.146881276
2011/7/11 6:15,0.535167111
2011/7/11 7:15,0.157718978
2011/7/11 8:15,0.13847512
2011/7/11 9:15,0.136170213
2011/7/11 10:15,0.275098039
2011/7/11 11:15,0.4325
2011/7/11 12:15,0.333389831
2011/7/11 13:15,0.316944444
2011/7/11 14:15,0.601511628
2011/7/11 15:15,0.395191638
2011/7/11 16:15,0.159351145
2011/7/11 17:15,0.145196472
2011/7/11 18:15,0.094378531
2011/7/11 19:15,0.093618176
2011/7/11 20:15,0.095509929
2011/7/11 21:15,0.087514846
2011/7/11 22:15,0.101887324
2011/7/11 23:15,0.093271582
2011/7/12 0:15,0.080186978
2011/7/12 1:15,0.107423208
2011/7/12 2:15,0.122129555
2011/7/12 3:15,0.118618347
2011/7/12 4:15,0.121473648
2011/7/12 5:15,0.12223931
2011/7/12 6:15,0.130082245
2011/7/12 7:15,0.119370416
2011/7/12 8:15,0.192372654
2011/7/12 9:15,0.154179104
2011/7/12 10:15,0.156139706
2011/7/12 11:15,0.153510638
2011/7/12 12:15,0.216650718
2011/7/12 13:15,0.129122517
2011/7/12 14:15,0.228793503
2011/7/12 15:15,0.161011386
2011/7/12 16:15,0.152619543
2011/7/12 17:15,0.152978723
2011/7/12 18:15,0.13275624
2011/7/12 19:15,0.129964483
2011/7/12 20:15,0.153546012
2011/7/12 21:15,0.167512367
2011/7/12 22:15,0.154508321
2011/7/12 23:15,0.112512195
2011/7/13 0:15,0.148014184
2011/7/13 1:15,0.169751908
2011/7/13 2:15,0.150281501
2011/7/13 3:15,0.133869464
2011/7/13 4:15,0.132169715
2011/7/13 5:15,0.129479535
2011/7/13 6:15,0.139127907
2011/7/13 7:15,0.15101425
2011/7/13 8:15,0.17551201
2011/7/13 9:15,0.175958647
2011/7/13 10:15,0.169254237
2011/7/13 11:15,0.228617021
2011/7/13 12:15,0.258172589
2011/7/13 13:15,0.213432432
2011/7/13 14:15,0.105857143
2011/7/13 15:15,0.158034006
2011/7/13 16:15,0.140938438
2011/7/13 17:15,0.1501858
2011/7/13 18:15,0.132851669
2011/7/13 19:15,0.138365938
2011/7/13 20:15,0.151510283
2011/7/13 21:15,0.15933727
2011/7/13 22:15,0.121835268
2011/7/13 23:15,0.145459796
2011/7/14 0:15,0.131162562
2011/7/14 1:15,0.120149254
2011/7/14 2:15,0.104272494
2011/7/14 3:15,0.098211936
2011/7/14 4:15,0.096927203
2011/7/14 5:15,0.097799401
2011/7/14 6:15,0.094274194
2011/7/14 7:15,0.137114351
2011/7/14 8:15,0.110455342
2011/7/14 9:15,0.132583201
2011/7/14 10:15,0.905384615
2011/7/14 11:15,0.92902439
2011/7/14 12:15,0.080628743
2011/7/14 13:15,0.234353982
2011/7/14 14:15,0.21949848
2011/7/14 15:15,0.109202454
2011/7/14 16:15,0.141498258
2011/7/14 17:15,0.140991957
2011/7/14 18:15,0.109823451
2011/7/14 19:15,0.105365854
2011/7/14 20:15,0.115941305
2011/7/14 21:15,0.100774411
2011/7/14 22:15,0.117302552
2011/7/14 23:15,0.091427115
2011/7/15 0:15,0.099976394
2011/7/15 1:15,0.124200436
2011/7/15 2:15,0.106020898
2011/7/15 3:15,0.102823154
2011/7/15 4:15,0.099145112
2011/7/15 5:15,0.093892026
2011/7/15 6:15,0.111951376
2011/7/15 7:15,0.097551645
2011/7/15 8:15,0.113910293
2011/7/15 9:15,0.13458897
2011/7/15 10:15,0.146608863
2011/7/15 11:15,0.156511628
2011/7/15 12:15,0.214654088
2011/7/15 13:15,0.224078014
2011/7/15 14:15,0.154351648
2011/7/15 15:15,0.109958869
2011/7/15 16:15,0.13731068
2011/7/15 17:15,0.109104736
2011/7/15 18:15,0.09828088
2011/7/15 19:15,0.117545524
2011/7/15 20:15,0.088991166
2011/7/15 21:15,0.112899045
2011/7/15 22:15,0.101403391
2011/7/15 23:15,0.066803089
2011/7/16 0:15,0.121771654
2011/7/16 1:15,0.131725859
2011/7/16 2:15,0.133956784
2011/7/16 3:15,0.117522584
2011/7/16 4:15,0.112670327
2011/7/16 5:15,0.097286094
2011/7/16 6:15,0.098024565
2011/7/16 7:15,0.09190034
2011/7/16 8:15,0.116577802
2011/7/16 9:15,0.128799102
2011/7/16 10:15,0.16840708
2011/7/16 11:15,0.182575758
2011/7/16 12:15,0.189291339
2011/7/16 13:15,0.238120393
2011/7/16 14:15,0.115591182
2011/7/16 15:15,0.107126168
2011/7/16 16:15,0.141284297
2011/7/16 17:15,0.094659448
2011/7/16 18:15,0.094236641
2011/7/16 19:15,0.127298161
2011/7/16 22:15,0.102792037
2011/7/16 23:15,0.113004797
2011/7/17 0:15,0.077111331
2011/7/17 1:15,0.120816471
2011/7/17 2:15,0.122554901
2011/7/17 3:15,0.114484643
2011/7/17 4:15,0.114307578
2011/7/17 5:15,0.099375418
2011/7/17 6:15,0.099213256
2011/7/17 7:15,0.098690519
2011/7/17 8:15,0.135389091
2011/7/17 9:15,0.121842386
2011/7/17 10:15,0.167322515
2011/7/17 11:15,0.17
2011/7/17 12:15,0.183907563
2011/7/17 13:15,0.13260223
2011/7/17 14:15,0.161038576
2011/7/17 15:15,0.177995803
2011/7/17 16:15,0.095251976
2011/7/17 17:15,0.127944685
2011/7/17 18:15,0.085472335
2011/7/17 19:15,0.11407227
2011/7/17 20:15,0.113168661
2011/7/17 21:15,0.141660975
2011/7/17 22:15,0.108656489
2011/7/17 23:15,0.10009434
2011/7/18 0:15,0.075057252
2011/7/18 1:15,0.113049555
2011/7/18 2:15,0.108682864
2011/7/18 3:15,0.107530656
2011/7/18 4:15,0.09800181
2011/7/18 5:15,0.092440825
2011/7/18 6:15,0.097602471
2011/7/18 7:15,0.100740474
2011/7/18 8:15,0.141909247
2011/7/18 9:15,0.737960442
2011/7/18 10:15,0.143549107
2011/7/18 11:15,0.169227941
2011/7/18 12:15,0.243670412
2011/7/18 13:15,0.189020501
2011/7/18 14:15,0.105336991
2011/7/18 15:15,0.16552563
2011/7/18 16:15,0.115012
2011/7/18 17:15,0.146530892
2011/7/18 18:15,0.101555816
2011/7/18 19:15,0.10136918
2011/7/18 20:15,0.121463661
2011/7/18 21:15,0.111030522
2011/7/18 22:15,0.085186304
2011/7/18 23:15,0.103551431
2011/7/19 0:15,0.09292019
2011/7/19 1:15,0.122923862
2011/7/19 2:15,0.114818886
2011/7/19 3:15,0.103286152
2011/7/19 4:15,0.103655891
2011/7/19 5:15,0.085764367
2011/7/19 6:15,0.089565217
2011/7/19 7:15,0.096072319
2011/7/19 8:15,0.427231061
2011/7/19 9:15,0.134073034
2011/7/19 10:15,0.172838542
2011/7/19 11:15,0.188893617
2011/7/19 12:15,0.214960938
2011/7/19 13:15,0.086119266
2011/7/19 14:15,0.196617647
2011/7/19 15:15,0.166262266
2011/7/19 16:15,0.111147059
2011/7/19 17:15,0.072545355
2011/7/19 18:15,0.121498605
2011/7/19 19:15,0.084813097
