timestamp,cpc,cpm,is_anomaly
2011/7/9 9:15,0.308393173,0.043522555,TRUE
2011/7/9 15:15,0.095486998,0.03808116,FALSE
2011/7/9 17:15,0.112007607,0.044390671,FALSE
2011/7/9 18:15,0.165021431,0.085365,FALSE
2011/7/9 19:15,0.091628569,0.06841837,FALSE
2011/7/9 20:15,0.129375391,0.059153181,FALSE
2011/7/9 21:15,0.074793658,0.054345617,FALSE
2011/7/9 22:15,0.168913366,0.077174829,FALSE
2011/7/9 23:15,0.20733699,0.091779755,FALSE
2011/7/10 0:15,0.180984048,0.079829178,FALSE
2011/7/10 1:15,0.137207442,0.066526444,FALSE
2011/7/10 2:15,0.121673599,0.057648385,FALSE
2011/7/10 3:15,0.064263707,0.026043545,FALSE
2011/7/10 4:15,0.095094943,0.039983761,FALSE
2011/7/10 5:15,0.092351867,0.036856719,FALSE
2011/7/10 6:15,0.103968971,0.039269114,FALSE
2011/7/10 7:15,0.080080303,0.028539276,FALSE
2011/7/10 8:15,0.198806593,0.043859758,FALSE
2011/7/10 9:15,0.103268021,0.080883392,FALSE
2011/7/10 10:15,0.16264419,0.053285478,FALSE
2011/7/10 11:15,0.221574366,0.090109403,FALSE
2011/7/10 12:15,0.274056617,0.173024232,FALSE
2011/7/10 13:15,0.280317522,0.171655963,FALSE
2011/7/10 14:15,0.201456478,0.055706151,FALSE
2011/7/10 15:15,0.226838568,0.113971131,FALSE
2011/7/10 16:15,0.202872773,0.099403972,FALSE
2011/7/10 17:15,0.190589036,0.1064519,FALSE
2011/7/10 18:15,0.119647286,0.076982024,FALSE
2011/7/10 19:15,0.105400854,0.066391986,FALSE
2011/7/10 20:15,0.109649256,0.066321136,FALSE
2011/7/10 21:15,0.122607337,0.058869448,FALSE
2011/7/10 22:15,0.106972973,0.072845894,FALSE
2011/7/10 23:15,0.117622489,0.058796442,FALSE
2011/7/11 0:15,0.09787811,0.046276856,FALSE
2011/7/11 1:15,0.125874562,0.057415297,FALSE
2011/7/11 2:15,0.085669562,0.036088188,FALSE
2011/7/11 3:15,0.103550776,0.044171032,FALSE
2011/7/11 4:15,0.098075728,0.039957255,FALSE
2011/7/11 5:15,0.108514022,0.040850124,FALSE
2011/7/11 6:15,0.498711374,0.034317346,TRUE
2011/7/11 7:15,0.119405077,0.037965254,FALSE
2011/7/11 8:15,0.100066482,0.034653004,FALSE
2011/7/11 9:15,0.097750229,0.02889763,FALSE
2011/7/11 10:15,0.237361991,0.40167263,TRUE
2011/7/11 11:15,0.395538837,0.187078385,FALSE
2011/7/11 12:15,0.295940752,0.121074217,FALSE
2011/7/11 13:15,0.279414405,0.129330316,FALSE
2011/7/11 14:15,0.565382503,0.879467757,TRUE
2011/7/11 15:15,0.358046807,0.085447708,FALSE
2011/7/11 16:15,0.121045279,0.073498224,FALSE
2011/7/11 17:15,0.106820923,0.056143548,FALSE
2011/7/11 18:15,0.055752808,0.029220495,FALSE
2011/7/11 19:15,0.054988709,0.021774403,FALSE
2011/7/11 20:15,0.056889775,0.020052493,FALSE
2011/7/11 21:15,0.048855333,0.023475927,FALSE
2011/7/11 22:15,0.063298566,0.023291242,FALSE
2011/7/11 23:15,0.054640409,0.0274211,FALSE
2011/7/12 0:15,0.04149139,0.012147517,FALSE
2011/7/12 1:15,0.068861703,0.026708136,FALSE
2011/7/12 2:15,0.083640449,0.027567951,FALSE
2011/7/12 3:15,0.080111955,0.025966105,FALSE
2011/7/12 4:15,0.082981313,0.019972156,FALSE
2011/7/12 5:15,0.083750744,0.022840592,FALSE
2011/7/12 6:15,0.09163229,0.022911944,FALSE
2011/7/12 7:15,0.080867727,0.023969045,FALSE
2011/7/12 8:15,0.154229352,0.033843845,FALSE
2011/7/12 9:15,0.115847777,0.414674842,FALSE
2011/7/12 10:15,0.117818031,0.037784106,FALSE
2011/7/12 11:15,0.11517602,0.041341365,FALSE
2011/7/12 12:15,0.178626936,0.073261576,FALSE
2011/7/12 13:15,0.090667837,0.092196063,FALSE
2011/7/12 14:15,0.1908295,0.07528255,FALSE
2011/7/12 15:15,0.122713694,0.073379187,FALSE
2011/7/12 16:15,0.114280538,0.03878041,FALSE
2011/7/12 17:15,0.114641486,0.04738234,FALSE
2011/7/12 18:15,0.094319449,0.04801902,FALSE
2011/7/12 19:15,0.091513948,0.041989718,FALSE
2011/7/12 20:15,0.115211568,0.042626529,FALSE
2011/7/12 21:15,0.129246679,0.047840727,FALSE
2011/7/12 22:15,0.116178614,0.041383451,FALSE
2011/7/12 23:15,0.073975743,0.041898013,FALSE
2011/7/13 0:15,0.109652507,0.02760544,FALSE
2011/7/13 1:15,0.131497245,0.038807559,FALSE
2011/7/13 2:15,0.111930986,0.025499988,FALSE
2011/7/13 3:15,0.095438153,0.022665096,FALSE
2011/7/13 4:15,0.093730036,0.022476756,FALSE
2011/7/13 5:15,0.091026613,0.02139904,FALSE
2011/7/13 6:15,0.100722483,0.395426855,FALSE
2011/7/13 7:15,0.112667342,0.025303994,FALSE
2011/7/13 8:15,0.137285704,0.036261319,FALSE
2011/7/13 9:15,0.13773454,0.050635263,FALSE
2011/7/13 10:15,0.130997124,0.040236889,FALSE
2011/7/13 11:15,0.190652149,0.066691379,FALSE
2011/7/13 12:15,0.220353218,0.082362482,FALSE
2011/7/13 13:15,0.175392807,0.102683047,FALSE
2011/7/13 14:15,0.067287928,0.047380431,FALSE
2011/7/13 15:15,0.119721656,0.058623007,FALSE
2011/7/13 16:15,0.102541927,0.054012926,FALSE
2011/7/13 17:15,0.111834814,0.04996826,FALSE
2011/7/13 18:15,0.094415347,0.046941718,FALSE
2011/7/13 19:15,0.099956763,0.04485281,FALSE
2011/7/13 20:15,0.113165817,0.04001384,FALSE
2011/7/13 21:15,0.121031336,0.044296524,FALSE
2011/7/13 22:15,0.083344713,0.046496607,FALSE
2011/7/13 23:15,0.107085544,0.050704015,FALSE
2011/7/14 0:15,0.092717925,0.030076126,FALSE
2011/7/14 1:15,0.081650399,0.032121071,FALSE
2011/7/14 2:15,0.065695478,0.018441254,FALSE
2011/7/14 3:15,0.059605084,0.012048555,FALSE
2011/7/14 4:15,0.058314027,0.008553895,FALSE
2011/7/14 5:15,0.059190518,0.007369664,FALSE
2011/7/14 6:15,0.055647957,0.007701892,FALSE
2011/7/14 7:15,0.098699014,0.009965072,FALSE
2011/7/14 8:15,0.071908764,0.014800547,FALSE
2011/7/14 9:15,0.094145558,0.025195296,FALSE
2011/7/14 10:15,0.870751446,0.028667369,TRUE
2011/7/14 11:15,0.894507599,0.049150348,TRUE
2011/7/14 12:15,0.04193533,0.083745812,FALSE
2011/7/14 13:15,0.196417353,0.0761624,FALSE
2011/7/14 14:15,0.181488718,0.065832403,FALSE
2011/7/14 15:15,0.070649708,0.047409118,FALSE
2011/7/14 16:15,0.103104503,0.033237069,FALSE
2011/7/14 17:15,0.10259571,0.032420097,FALSE
2011/7/14 18:15,0.071273762,0.030092464,FALSE
2011/7/14 19:15,0.066794221,0.027058186,FALSE
2011/7/14 20:15,0.077421734,0.025123749,FALSE
